step,elapsed_ms,loss,lr,tokens,tokens_per_sec,timestamp
1,215.406,1.312422,3.13e-06,2048,9507.63,1787761814.986
2,200.467,1.263383,6.25e-06,2048,10216.15,1787761815.187
3,207.246,1.316215,9.37e-06,2048,9882.0,1787761815.396
4,224.649,1.316435,1.25e-05,2048,9116.44,1787761815.623
5,222.99,1.250408,1.563e-05,2048,9184.26,1787761815.847
6,209.288,1.32413,1.875e-05,2048,9785.54,1787761816.058
7,190.543,1.218189,2.187e-05,2048,10748.26,1787761816.251
8,190.914,1.340214,2.5e-05,2048,10727.33,1787761816.443
9,156.736,1.272584,2.813e-05,2048,13066.58,1787761816.602
10,191.444,1.206925,3.125e-05,2048,10697.64,1787761816.795
11,194.89,1.257892,3.438e-05,2048,10508.48,1787761816.992
12,195.876,1.227099,3.75e-05,2048,10455.58,1787761817.189
13,184.545,1.241617,4.063e-05,2048,11097.57,1787761817.375
14,188.748,1.196411,4.375e-05,2048,10850.43,1787761817.566
15,184.879,1.216504,4.688e-05,2048,11077.51,1787761817.752
16,158.466,1.211653,5e-05,2048,12923.92,1787761817.913
17,132.559,1.205881,5.312e-05,2048,15449.76,1787761818.046
18,192.242,1.189736,5.625e-05,2048,10653.24,1787761818.239
19,193.731,1.203562,5.937e-05,2048,10571.36,1787761818.435
20,171.984,1.115312,6.25e-05,2048,11908.11,1787761818.609
21,162.927,1.111172,6.563e-05,2048,12570.02,1787761818.773
22,187.626,1.222879,6.875e-05,2048,10915.35,1787761818.962
23,167.673,1.198072,7.187e-05,2048,12214.25,1787761819.131
24,170.943,1.057515,7.5e-05,2048,11980.58,1787761819.303
25,202.998,1.211995,7.813e-05,2048,10088.77,1787761819.509
26,239.167,1.069021,8.125e-05,2048,8563.05,1787761819.749
27,214.109,1.148791,8.438e-05,2048,9565.24,1787761819.965
28,218.434,1.035854,8.75e-05,2048,9375.84,1787761820.185
29,216.722,1.107652,9.062e-05,2048,9449.89,1787761820.403
30,213.307,1.002929,9.375e-05,2048,9601.19,1787761820.618
