step,elapsed_ms,loss,lr,tokens,tokens_per_sec,timestamp
1,104.902,1.226327,3.13e-06,2048,19522.93,1787761273.401
2,133.124,1.2547,6.25e-06,2048,15384.18,1787761273.535
3,178.546,1.236047,9.37e-06,2048,11470.41,1787761273.716
4,200.344,1.341504,1.25e-05,2048,10222.41,1787761273.917
5,191.983,1.287086,1.563e-05,2048,10667.6,1787761274.111
6,184.142,1.40562,1.875e-05,2048,11121.86,1787761274.297
7,153.801,1.268341,2.187e-05,2048,13315.94,1787761274.452
8,145.98,1.295676,2.5e-05,2048,14029.37,1787761274.599
9,142.729,1.244167,2.813e-05,2048,14348.84,1787761274.742
10,132.343,1.254286,3.125e-05,2048,15474.89,1787761274.877
11,105.311,1.301121,3.438e-05,2048,19447.14,1787761274.982
12,135.702,1.326027,3.75e-05,2048,15091.89,1787761275.119
13,95.46,1.280343,4.063e-05,2048,21453.92,1787761275.217
14,104.014,1.188633,4.375e-05,2048,19689.64,1787761275.321
15,119.801,1.22497,4.688e-05,2048,17094.97,1787761275.443
16,118.168,1.208971,5e-05,2048,17331.21,1787761275.561
17,100.889,1.236783,5.312e-05,2048,20299.62,1787761275.663
18,107.646,1.244618,5.625e-05,2048,19025.27,1787761275.771
19,127.195,1.198864,5.937e-05,2048,16101.31,1787761275.901
20,143.438,1.154169,6.25e-05,2048,14277.91,1787761276.046
21,113.108,1.1851,6.563e-05,2048,18106.65,1787761276.16
22,107.789,1.082414,6.875e-05,2048,19000.14,1787761276.268
23,109.405,1.158608,7.187e-05,2048,18719.42,1787761276.379
24,99.389,1.136568,7.5e-05,2048,20605.96,1787761276.479
25,90.82,1.235974,7.813e-05,2048,22550.17,1787761276.571
26,113.54,1.131188,8.125e-05,2048,18037.65,1787761276.687
27,149.478,1.049137,8.438e-05,2048,13701.06,1787761276.837
28,148.544,1.036376,8.75e-05,2048,13787.11,1787761276.987
29,131.535,1.330329,9.062e-05,2048,15570.0,1787761277.119
30,148.084,1.090789,9.375e-05,2048,13829.99,1787761277.269
31,144.102,1.083836,9.688e-05,2048,14212.18,1787761277.415
32,110.429,1.262394,0.0001,2048,18545.79,1787761277.526
33,128.542,1.123834,0.00010312,2048,15932.5,1787761277.657
34,151.063,0.979822,0.00010625,2048,13557.28,1787761277.81
35,147.844,1.038177,0.00010938,2048,13852.48,1787761277.959
36,148.128,1.059119,0.0001125,2048,13825.87,1787761278.109
37,166.771,1.294746,0.00011563,2048,12280.3,1787761278.277
38,168.664,1.356776,0.00011875,2048,12142.49,1787761278.448
39,161.71,0.891196,0.00012187,2048,12664.63,1787761278.613
40,168.714,1.131324,0.000125,2048,12138.91,1787761278.784
41,140.926,1.305015,0.00012812,2048,14532.43,1787761278.927
42,137.005,0.840612,0.00013125,2048,14948.38,1787761279.065
43,136.473,0.975934,0.00013438,2048,15006.62,1787761279.203
44,122.61,0.98233,0.0001375,2048,16703.34,1787761279.325
45,175.328,1.04511,0.00014063,2048,11680.93,1787761279.502
46,152.349,0.859468,0.00014375,2048,13442.82,1787761279.656
47,107.047,0.874371,0.00014688,2048,19131.87,1787761279.764
48,118.71,0.810247,0.00015,2048,17252.05,1787761279.884
49,110.139,0.879889,0.00015313,2048,18594.68,1787761279.995
50,115.396,0.7964,0.00015625,2048,17747.6,1787761280.112
51,146.697,1.058266,0.00015937,2048,13960.74,1787761280.26
52,106.739,0.82431,0.0001625,2048,19187.06,1787761280.368
53,123.057,0.824556,0.00016563,2048,16642.72,1787761280.492
54,131.066,0.772109,0.00016875,2048,15625.72,1787761280.624
55,128.853,0.820988,0.00017187,2048,15894.08,1787761280.754
56,157.74,0.750892,0.000175,2048,12983.37,1787761280.912
57,153.454,0.842494,0.00017813,2048,13346.03,1787761281.067
58,165.905,0.770055,0.00018125,2048,12344.44,1787761281.235
59,150.041,0.709179,0.00018438,2048,13649.61,1787761281.385
60,121.42,0.701548,0.0001875,2048,16867.07,1787761281.508
61,110.685,0.779214,0.00019062,2048,18502.98,1787761281.622
62,114.802,0.575442,0.00019375,2048,17839.35,1787761281.738
63,108.081,0.538818,0.00019688,2048,18948.68,1787761281.847
64,127.447,0.575933,0.0002,2048,16069.46,1787761281.976
65,121.721,0.593263,0.00020313,2048,16825.31,1787761282.098
66,169.052,0.674568,0.00020625,2048,12114.64,1787761282.269
67,175.351,1.000941,0.00020938,2048,11679.42,1787761282.445
68,185.366,0.56652,0.0002125,2048,11048.38,1787761282.632
69,170.538,0.50786,0.00021563,2048,12009.09,1787761282.804
70,155.992,0.571346,0.00021875,2048,13128.86,1787761282.961
71,190.783,0.526958,0.00022187,2048,10734.7,1787761283.154
72,188.436,0.468801,0.000225,2048,10868.41,1787761283.344
73,184.244,0.54906,0.00022813,2048,11115.71,1787761283.531
74,195.558,0.397588,0.00023125,2048,10472.57,1787761283.728
75,187.398,0.435407,0.00023437,2048,10928.61,1787761283.918
76,142.212,0.420366,0.0002375,2048,14400.99,1787761284.062
77,164.818,0.452437,0.00024063,2048,12425.8,1787761284.226
78,143.327,0.366643,0.00024375,2048,14288.97,1787761284.372
79,119.109,0.370013,0.00024688,2048,17194.26,1787761284.493
80,120.732,0.418021,0.00025,2048,16963.18,1787761284.615
81,141.19,0.359263,0.00025312,2048,14505.32,1787761284.756
82,126.952,0.341245,0.00025625,2048,16132.03,1787761284.885
83,173.443,0.318147,0.00025938,2048,11807.91,1787761285.06
84,172.418,0.348129,0.0002625,2048,11878.08,1787761285.233
85,170.044,0.346978,0.00026563,2048,12043.95,1787761285.405
86,157.889,0.322121,0.00026875,2048,12971.14,1787761285.564
87,126.556,0.292012,0.00027187,2048,16182.6,1787761285.692
88,129.675,0.302085,0.000275,2048,15793.32,1787761285.822
89,144.73,0.258347,0.00027812,2048,14150.47,1787761285.967
90,167.523,0.262971,0.00028125,2048,12225.17,1787761286.137
91,181.183,0.263485,0.00028438,2048,11303.46,1787761286.32
92,169.789,0.257414,0.0002875,2048,12062.04,1787761286.492
93,152.344,0.254063,0.00029063,2048,13443.3,1787761286.646
94,166.735,0.244577,0.00029375,2048,12282.99,1787761286.814
95,156.82,0.222025,0.00029687,2048,13059.6,1787761286.972
96,154.187,0.212459,0.0003,2048,13282.61,1787761287.128
97,157.687,0.224474,0.00030313,2048,12987.78,1787761287.286
98,196.081,0.200601,0.00030625,2048,10444.67,1787761287.483
99,205.007,0.20698,0.00030938,2048,9989.9,1787761287.69
100,184.585,0.216809,0.0003125,2048,11095.17,1787761287.876
101,189.992,0.1964,0.00031562,2048,10779.41,1787761288.068
102,163.28,0.227153,0.00031875,2048,12542.86,1787761288.232
103,193.788,0.21617,0.00032188,2048,10568.28,1787761288.427
104,213.648,0.222886,0.000325,2048,9585.86,1787761288.642
105,200.951,0.270818,0.00032813,2048,10191.52,1787761288.845
106,231.609,0.235334,0.00033125,2048,8842.48,1787761289.078
107,223.055,0.185431,0.00033437,2048,9181.6,1787761289.304
108,231.517,0.180799,0.0003375,2048,8846.02,1787761289.537
109,252.377,0.152351,0.00034062,2048,8114.85,1787761289.792
110,275.928,0.151227,0.00034375,2048,7422.23,1787761290.07
111,267.275,0.149979,0.00034688,2048,7662.53,1787761290.339
112,275.519,0.149459,0.00035,2048,7433.25,1787761290.616
113,217.569,0.15225,0.00035313,2048,9413.09,1787761290.836
114,193.188,0.130295,0.00035625,2048,10601.06,1787761291.031
115,184.945,0.150579,0.00035937,2048,11073.58,1787761291.217
116,135.978,0.143663,0.0003625,2048,15061.26,1787761291.354
117,119.612,0.205049,0.00036563,2048,17122.03,1787761291.475
118,121.841,0.202129,0.00036875,2048,16808.75,1787761291.597
119,146.073,0.137651,0.00037188,2048,14020.37,1787761291.744
120,113.325,0.177734,0.000375,2048,18071.87,1787761291.859
121,115.836,0.169253,0.00037812,2048,17680.23,1787761291.976
122,107.94,0.112428,0.00038125,2048,18973.43,1787761292.085
123,124.354,0.141416,0.00038438,2048,16469.15,1787761292.211
124,152.163,0.201525,0.0003875,2048,13459.24,1787761292.365
125,120.653,0.191541,0.00039063,2048,16974.28,1787761292.486
126,140.241,0.254034,0.00039375,2048,14603.47,1787761292.628
127,155.669,0.176776,0.00039687,2048,13156.09,1787761292.785
128,132.155,0.161711,0.0004,2048,15497.0,1787761292.918
129,131.556,0.146702,0.00040313,2048,15567.54,1787761293.051
130,165.111,0.129406,0.00040625,2048,12403.8,1787761293.218
131,130.029,0.14773,0.00040938,2048,15750.38,1787761293.348
132,181.948,0.32193,0.0004125,2048,11255.99,1787761293.532
133,167.683,0.266725,0.00041563,2048,12213.52,1787761293.7
134,149.043,0.128166,0.00041875,2048,13740.99,1787761293.851
135,145.392,0.142553,0.00042187,2048,14086.11,1787761293.997
136,116.405,0.206105,0.000425,2048,17593.75,1787761294.114
137,111.474,0.138174,0.00042813,2048,18371.98,1787761294.227
138,112.048,0.155608,0.00043125,2048,18277.9,1787761294.339
139,107.596,0.155807,0.00043438,2048,19034.18,1787761294.448
140,158.106,0.124499,0.0004375,2048,12953.34,1787761294.607
141,158.242,0.136148,0.00044062,2048,12942.22,1787761294.767
142,164.402,0.160372,0.00044375,2048,12457.31,1787761294.933
143,148.688,0.116471,0.00044688,2048,13773.85,1787761295.084
144,161.493,0.109561,0.00045,2048,12681.66,1787761295.246
145,149.632,0.121132,0.00045313,2048,13686.96,1787761295.399
146,177.757,0.092794,0.00045625,2048,11521.35,1787761295.578
147,196.103,0.135406,0.00045937,2048,10443.5,1787761295.776
148,182.016,0.086871,0.0004625,2048,11251.78,1787761295.96
149,191.753,0.116492,0.00046563,2048,10680.42,1787761296.154
150,164.478,0.86169,0.00046875,2048,12451.51,1787761296.32
151,177.12,0.201992,0.00047188,2048,11562.8,1787761296.498
152,178.119,0.129096,0.000475,2048,11497.94,1787761296.678
153,169.098,0.091765,0.00047813,2048,12111.33,1787761296.849
154,177.438,0.441056,0.00048125,2048,11542.09,1787761297.027
