"source_path","evidence_path","size_bytes","sha256","scientific_status","source_commit","archive_url"
"runs/phase4_stagec_invariance_v1/screen_results.json","docs/evidence/records/phase4_stagec_invariance_v1/screen_results.json","42499","d0fee60d9b5725d448a77bfa8f8d9a6eb0ac8a31cc184387df7c258ebe4e1220","historical","4990ba4","https://media.lbsa71.net/LCE/runs/phase4_stagec_invariance_v1/screen_results.json"
"runs/phase4_stagec_invariance_v1/sealed_confirmation/analysis.json","docs/evidence/records/phase4_stagec_invariance_v1/sealed_confirmation/analysis.json","5165","48a564b9990fe0946f3d052115b1644fd5972583e962340ee996bfbec1e66b47","sealed","4990ba4","https://media.lbsa71.net/LCE/runs/phase4_stagec_invariance_v1/sealed_confirmation/analysis.json"
"runs/phase4_stagec_invariance_v1/sealed_confirmation/case_predictions.json","docs/evidence/records/phase4_stagec_invariance_v1/sealed_confirmation/case_predictions.json","1200863","324300aeac007fa659e50db1e14fe4cce6b02298d759c29c78e01704e97d96ab","sealed","4990ba4","https://media.lbsa71.net/LCE/runs/phase4_stagec_invariance_v1/sealed_confirmation/case_predictions.json"
"runs/phase4_stagec_invariance_v1/sealed_confirmation/eval_metrics.json","docs/evidence/records/phase4_stagec_invariance_v1/sealed_confirmation/eval_metrics.json","2792","0f83f51c9af2c93f674cd8a98248a7d2bd8a2f7aafec1958f6109b093dcada96","sealed","4990ba4","https://media.lbsa71.net/LCE/runs/phase4_stagec_invariance_v1/sealed_confirmation/eval_metrics.json"
"runs/phase4_stagec_invariance_v1/sealed_confirmation/registration.json","docs/evidence/records/phase4_stagec_invariance_v1/sealed_confirmation/registration.json","1502","1980f3a88bd2f1d30b041eac68cc889abd31c9186fd27251c4e3be45930435f0","sealed","4990ba4","https://media.lbsa71.net/LCE/runs/phase4_stagec_invariance_v1/sealed_confirmation/registration.json"
"runs/phase4_stagec_invariance_v1/sealed_confirmation/results.json","docs/evidence/records/phase4_stagec_invariance_v1/sealed_confirmation/results.json","21196","c29eb143a2f37ea87ab0b119f533476869b373de1c9df785aa12e5238e962dfb","sealed","4990ba4","https://media.lbsa71.net/LCE/runs/phase4_stagec_invariance_v1/sealed_confirmation/results.json"
"runs/phase4_stagec_invariance_v1/sealed_confirmation/split_manifest.json","docs/evidence/records/phase4_stagec_invariance_v1/sealed_confirmation/split_manifest.json","512","c8c54666e873290ff75f2a5e8af82047b176a159d83f5e7255de288195130d8a","sealed","4990ba4","https://media.lbsa71.net/LCE/runs/phase4_stagec_invariance_v1/sealed_confirmation/split_manifest.json"
"runs/phase4_stagec_invariance_v1/sealed_confirmation/suite.json","docs/evidence/records/phase4_stagec_invariance_v1/sealed_confirmation/suite.json","47732","9117f8b765a517b68432b0edf6f2b0d5cab3edce6aac2ee999b470eaa2fbce14","sealed","4990ba4","https://media.lbsa71.net/LCE/runs/phase4_stagec_invariance_v1/sealed_confirmation/suite.json"
"runs/phase4_stagec_invariance_v1/split_manifest.json","docs/evidence/records/phase4_stagec_invariance_v1/split_manifest.json","510","ceedc67f530aa1d25485550a77a21f726ca92efa4ad8a314f6525acd36cde8d7","historical","4990ba4","https://media.lbsa71.net/LCE/runs/phase4_stagec_invariance_v1/split_manifest.json"
"runs/phase5_capacity_comparison_legacy.json","docs/evidence/records/phase5_capacity_comparison_legacy.json","9684","5739d41218338757d40ba386f171c2b4bdcfa6718414105778238e144d2d9726","diagnostic-invalidated","4990ba4","https://media.lbsa71.net/LCE/runs/phase5_capacity_comparison_legacy.json"
"runs/phase5_capacity_comparison_repaired.json","docs/evidence/records/phase5_capacity_comparison_repaired.json","10546","cd6c29635beb8e7d3b2229dd1d30751bc94051042d4f17551b6763b43f9686b7","development","4990ba4","https://media.lbsa71.net/LCE/runs/phase5_capacity_comparison_repaired.json"
"runs/phase5_grounding_value_swap_v1/data/eval_tasks.json","docs/evidence/records/phase5_grounding_value_swap_v1/data/eval_tasks.json","14381","e74e9c99f68eae277cec940135f5e02b6e3542dcd2febc9d3e86d551759b4f3f","development","4990ba4","https://media.lbsa71.net/LCE/runs/phase5_grounding_value_swap_v1/data/eval_tasks.json"
"runs/phase5_grounding_value_swap_v1/data/eval_worlds.json","docs/evidence/records/phase5_grounding_value_swap_v1/data/eval_worlds.json","351721","366cc76a5806efdaf083d0ddf6c8fa0504f1d017a1a92fe0080d8a66fe4e6551","development","4990ba4","https://media.lbsa71.net/LCE/runs/phase5_grounding_value_swap_v1/data/eval_worlds.json"
"runs/phase5_grounding_value_swap_v1/registration.json","docs/evidence/records/phase5_grounding_value_swap_v1/registration.json","630","0e2b1a2f77aede81898557ad114111b3c4942680b253dbf8dcaa6e47370a8945","development","4990ba4","https://media.lbsa71.net/LCE/runs/phase5_grounding_value_swap_v1/registration.json"
