step,elapsed_ms,loss,lr,tokens,tokens_per_sec,timestamp
1,16.078,1.203588,3.13e-06,2048,127375.86,1787804367.624
2,15.251,1.286844,6.25e-06,2048,134286.28,1787804367.639
3,15.347,1.274312,9.37e-06,2048,133446.28,1787804367.655
4,15.398,1.251016,1.25e-05,2048,133004.29,1787804367.67
5,24.739,1.245836,1.563e-05,2048,82785.27,1787804367.695
6,19.274,1.211722,1.875e-05,2048,106259.89,1787804367.715
7,14.947,1.273384,2.187e-05,2048,137022.04,1787804367.729
8,15.395,1.336103,2.5e-05,2048,133027.61,1787804367.745
9,15.682,1.274359,2.813e-05,2048,130597.25,1787804367.76
10,15.339,1.266489,3.125e-05,2048,133513.26,1787804367.776
11,16.311,1.329996,3.438e-05,2048,125557.9,1787804367.792
12,15.232,1.275392,3.75e-05,2048,134453.78,1787804367.808
13,14.952,1.221095,4.063e-05,2048,136969.81,1787804367.823
14,15.117,1.257688,4.375e-05,2048,135475.72,1787804367.838
15,14.873,1.224644,4.688e-05,2048,137703.81,1787804367.854
16,14.777,1.263441,5e-05,2048,138597.51,1787804367.869
17,15.393,1.220575,5.312e-05,2048,133044.9,1787804367.884
18,17.404,1.238657,5.625e-05,2048,117672.07,1787804367.902
19,17.864,1.186465,5.937e-05,2048,114645.9,1787804367.92
20,17.623,1.227968,6.25e-05,2048,116214.41,1787804367.938
21,15.494,1.139956,6.563e-05,2048,132178.49,1787804367.953
22,16.198,1.077862,6.875e-05,2048,126436.92,1787804367.97
23,15.467,1.211113,7.187e-05,2048,132410.08,1787804367.985
24,17.453,1.245321,7.5e-05,2048,117343.72,1787804368.003
25,16.24,1.34349,7.813e-05,2048,126107.6,1787804368.019
26,15.911,1.142826,8.125e-05,2048,128717.6,1787804368.035
27,15.445,1.282767,8.438e-05,2048,132597.83,1787804368.051
28,15.045,1.17574,8.75e-05,2048,136124.05,1787804368.066
29,15.646,1.286302,9.062e-05,2048,130894.4,1787804368.082
30,17.152,1.329134,9.375e-05,2048,119401.59,1787804368.099
31,17.095,1.093553,9.688e-05,2048,119804.62,1787804368.117
32,16.523,1.168734,0.0001,2048,123946.18,1787804368.134
33,15.022,1.118845,0.00010312,2048,136330.66,1787804368.149
34,16.121,1.060028,0.00010625,2048,127036.9,1787804368.165
35,16.792,1.097886,0.00010938,2048,121965.02,1787804368.182
36,20.055,1.251702,0.0001125,2048,102116.63,1787804368.202
37,22.313,1.026,0.00011563,2048,91786.29,1787804368.225
38,25.788,1.159163,0.00011875,2048,79416.48,1787804368.251
39,29.18,1.198948,0.00012187,2048,70185.54,1787804368.28
40,18.92,1.266814,0.000125,2048,108243.53,1787804368.3
41,15.024,1.069298,0.00012812,2048,136315.23,1787804368.315
42,15.76,1.255804,0.00013125,2048,129952.54,1787804368.331
43,15.009,1.031379,0.00013438,2048,136454.19,1787804368.346
44,15.968,0.964046,0.0001375,2048,128258.92,1787804368.362
45,15.024,1.053004,0.00014063,2048,136312.51,1787804368.377
46,22.04,1.083864,0.00014375,2048,92922.38,1787804368.399
